NAMES,MEANING,GENDER
adhit,Scholarly; Intelligent; Wise; Bestowed with Knowledge; Noble,Boy
adhita,A Scholar; Bestowed with Knowledge; A derivative name from Adhit,Boy
adhrit,The One who Don't Need Any Support but Supports Everything,Boy
adhrutha,One of many names of Lord Vishnu,Boy
adhunik,Latest; Modern; New; Fresh,Boy
adhvait,Unique; Exclusive; Something that has no equivalent,Boy
adhya,First Power; Sunday,Boy
adhyaksh,One who Controls or Organize Something; A derivative name from Adhya,Boy
adhyan,One who is rising ; Coming up;,Boy
adhyay,Chapter; part of something; one of many names of Goddess Durga,Boy
adiban,Leader; Director; Guide,Boy
adidhar,Base for Something; Foundation; Support,Boy
adiish,King or Master; Ruler and one with supreme power,Boy
adikavi,First Poet;,Boy
adinarayan,Lord Vishnu; Lord of the Universe,Boy
adinarayana,Lord Vishnu; The First Protector of Beings; A derivative of Adinarayan,Boy
adinath,One of many names of Lord Vishnu; Lord of Universe,Boy
adindra,Supreme God; Creator of Universe; One of many names of Lord Shiva,Boy
adipursh,Lord Vishnu; Lord of the Universe,Boy
adipurush,Primordial Being,Boy
adiraj,One who has No Limits; Supremacy over everything;,Boy
adisesh,One of many names of Lord Vishnu; Lord of Universe,Boy
adish,Supreme Lord; Fire; Intelligent; Full of Wisdom; A variant spelling is Aadish,Girl
adishankar,Shi Shankaracharya; Founder of Adwaithya Philosophy,Boy
adishanker,Shi Shankaracharya; Founder of Adwaithya Philosophy,Boy
adishesh,God of Serpent's; One of many names of Lord Vishnu; Lord of Universe,Boy
adishwar,One of many names of Lord Vishnu; Lord of Universe,Boy
adishwara,One name form of Lord Shiva;,Boy
adisur,An Entry Point into a Dispute; Beginning of Dispute; Name to applaud Lord Vishnu,Boy
adisura,One of many names of Lord Vishnu; Lord of Universe; A variant name of Adisur,Boy
adit,From the Beginning; Source of energy; in reference to Sun,Boy
aditaya,The Sun; Source of energy ; represents the radiance and brightness of Sun,Boy
aditey,Another Name of the Sun ; represents the radiance and brightness of Sun,Boy
aditeya,Another Name for the Sun ; represents the radiance and brightness of Sun,Boy
aditha,The first root,Girl
adithya,Sun God; Son of Adithi ; represents the radiance and brightness of Sun,Boy
aditi,Guest; Mother of God; The Earth; representing the hospitable nature,Girl
aditri,"Highest honor, goddess lakshmi",Girl
aditya,Lord of the sun,Boy
adityanandan,Son of the Sun ; represents the radiance and brightness of Sun,Boy
adityanandana,Son of the Sun ; represents the radiance and brightness of Sun,Boy
adityavardhan,One who Embellishes the Sun ; A variant of name Aditya,Boy
adityavardhana,Increases Glory; Augmented by the Sun ; A variant of name Aditya,Boy
adityesha,Very High or Big Desires; One with lot of wishes and cravings,Boy
adiya,Jewel; Gods Treasure; precious possession; A gem stone to treasure,Boy
adiyaman,Always Shines; Black Bird,Boy
adjovi,Prince; Monarch; Member of Royal Family,Boy
adraksh,Lightning; One who is like a flash of Light,Boy
adrigu,One who climbs to the mountains,Boy
adrij,one who belongs to the Mountains,Boy
adrija,Name of parvati,Girl
adrika,Celestial,Girl
adripathi,Lord of the Immovable; Lord of Mountain; Refers to Himalayas; Name form of Lord Shiva,Boy
adripati,Lord of the Immovable; Lord of Mountain; Refers to Himalayas; Name form of Lord Shiva,Boy
adrsh,Sanskar; Ideal;,Boy
adrut,Slow; Gradual;,Boy
advait,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
advaitha,Focused; Non Duality; Unique; With no equivalent; One of many names of Lord Vishnu,Boy
advay,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
advaya,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
advik,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
advit,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
adviteeya,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
advitya,Synonym of Sun or One which has No End; Exclusive like the Sun,Boy
adwaid,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
adwait,Unique; Exclusive; Someone who has no equivalent; unequalled; Matchless,Boy
adwaita,Focused; Non Duality; Unique; With no equivalent; One of many names of Lord Vishnu,Boy
adwaiy,Unique; Exclusive; Something that has no equivalent; unequalled; Matchless,Boy
adway,Unique; Exclusive; Something that has no equivalent; unequalled; Matchless,Boy
adwaya,Unique; Exclusive; Something that has no equivalent; unequalled,Boy
adwithiya,Unique; Exclusive; Something that has no equivalent; unequalled,Boy
adya,Goddess durga,Girl
adyant,Unique; Exclusive; Something that has no equivalent; unequalled; Matchless,Boy
aejaz,Karma; Fate; Destiny,Boy
aera,Lion; one who has strength and courage of Lion,Boy
aeshna,The desire of wish or a known person,Girl
afreen,Friendly,Girl
aftan,"Suitable for both a girl and a Boy which means powerful, intellectual, poise, charming and attractive.",Unisex
aga,"Sword; symbol of military power, punitive justice, authority",Boy
agadh,This name means mysterious or unfathomable. It is believed that Agadh is lucky in the field of trade and commerce and other business ventures.,Boy
agadhbodh,"It means to have unfathomable knowledge. One who is very wise and clever, smart and intelligent.",Boy
agadhi,"One who is undescribable, mysterious, mystifying, secretive and enigmatic",Boy
agadhroop,One who is of unfathomable form. A charming mysterious person.,Boy
agam,Extending Far; Profound; Unimaginable; Intelligent; Pervasive; Intense,Boy
agama,Sanskrit - Knowledge; Wisdom;,Boy
agamadhi,"One who is intelligent and knowledgable, victorious, seeks excellence, zeal to excel in everything and successful.",Boy
agamani,"A precious stone which is priceless, magnificient and unique. A one of a kind gemstone.",Unisex
agambir,"A brave warrior who crosses every hurdle with great strength, compassion, patience and hard work",Boy
agamik,First,Boy
agamiya,Karma we do in this birth,Boy
agamjeet,one who wins the God with his love and righteousness,Boy
agamjit,"The meaning of Agamjit is the victory of God or rather the trophy of God, the golden child; the most precious one chosen by God.",Boy
agamjot,God's Light; beacon; Source of illumination,Boy
agampal,A lucky name which will bring prosperity and fame as the name means God as protector which depicts blessings from the Almighty.,Boy
agampreet,One who loves God the dearmost,Boy
agamprem,"One who is devoted, loyal, strong willed, hard working, committed, dependable, trustworthy, reliable and greatly believes and worships God.",Boy
agamroop,"A person who is a perfectionist, organised, well maintained, sophisticated, gentleman, zealous, hard working, easy going and dedicated to every work given to him.",Boy
agamya,A beautiful maiden who has the zeal to learn and gain knowledge and wisdom about everything she lays interests on.,Girl
agan,"A unisex name which means beautiful or handsome and intelligent. In other meanings it means pearl, a precious stone which is very expensive.",Unisex
aganaya,"A name of the Hindu Goddess Lakshmi who was the goddess of wealth, fortune and prosperity.",Girl
aganee,One who can manifest himself to do things creatively and in a unique way.They are spontaneous and lively.,Boy
aganit,Countless; God; The creator and ruler of the universe,Boy
aganith,Countless; God; The creator and ruler of the universe; A Variant name of Aganit,Boy
agantuk,"One who is mysterious, incomprehensible, impenetrable, patient, calm and secretive.",Boy
aganveer,God of Law; Sikh Origin,Boy
aganya,Uncountable; Infinite; Born from Fire; one of many names of Goddess Lakshmi,Boy
agarva,"One who is free from pride, who is humble, generous, down to earth, sensible, realistic, pragmatic, commonsensible and logical.",Boy
agasthi,"One who is highly knowledgeble, intelligent, clever, wise, excellence reacher and a class topper.",Girl
agasthya,The star of Canopus which is the 'cleanser of waters'; One of many names of Lord Shiva; A name of great Sage,Boy
agasti,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
agastya,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
agathian,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
agathiyan,Name of a Sage ; A derivative from Agasthya which represents the star of Canopus,Boy
agavaha,"A ram who wilds in the mountains and is ferocious, fierce, strong, protective, observant and strong minded.",Boy
agavoli,An intelligent person who seeks excellence and excels in every field in life; brilliant,Boy
agendra,King of Mountains; Refers to Himalayan Mountains,Boy
aghad,Vast; Deep; immersed; involved deeply; engrossing,Boy
aghaghna,"A devotee to God who is righteous, dutiful, commited, loyal, pious, spiritual, faithful and sincere.",Boy
aghama,The Moon,Boy
aghamarshan,Destroyer of Sin; one who destroys all our sins,Boy
aghanashini,"A feminine name which means destroyer of sins which depicts faithfulness, dutiful, devoted, God fearing and committed.",Girl
agharid,A decent name for a baby Boy or girl which means the melodious musical songs of the birds.,Unisex
agharika,"One who is zealous, courageous and a free spirit",Boy
agharna,The Moon,Boy
aghat,Destroyer of Sin; one who destroys all our sins,Boy
aghor,One of many names of Lord Shiva; represents one of the five faces of Lord Shiva,Boy
aghora,Not Terrible; A derivative of name Aghor which represents one of the five faces of Lord Shiva,Boy
aghoranath,One of many names of Lord Shiva; represents one of the five faces of Lord Shiva,Boy
aghornath,One of many names of Lord Shiva; represents one of the five faces of Lord Shiva,Boy
aghosh,Quiet; Soundless; Direction; Peace; Guidance; Tranquil,Boy
agilan,A Tamil name that means one who Commands Everything;,Boy
agira,The Sun; Fire; Heaven; Place of Supreme Happiness; To light; To glow,Boy
agnajita,One who has conquered,Girl
agneya,Son of Agni; Son of Fire,Boy
agneyastra,"The fire weapon, incepted by God Agni, master of the flames.",Girl
agni,Fire; Flame; Blaze; brilliant light,Boy
agnibahu,Son of first Manu,Boy
agnibha,Shinning like fire,Girl
agnibhav,Born in Fire,Boy
agnibhu,Born from fire,Boy
agnibhuti,Experience,Girl
agnibija,The speed of fire,Boy
agnichur,Fire on top,Boy
agnidatta,Given by fire,Boy
agnideep,Inflamed,Boy
agnideepak,Increasing appetite,Boy
agnideepan,Illuminated like fire,Boy
agnideepta,Illuminated like fire,Boy
agnidev,God of Fire; A derivative name from Agni,Boy
agnidhra,Descendent of fire,Boy
agnidut,Messenger of God of Fire,Boy
agnihamsa,The Soul; A derivative name from Agni,Boy
agnihotra,A sacrifice to God agni,Boy
agnija,Fire born,Boy
agnije,Daughter of fire,Boy
agnijit,Who conquer fire,Boy
agnika,Born of fire,Boy
agnikana,Particle of fire spark,Boy
agniketu,Fire bannered,Boy
agnikumar,Son of Fire; A derivative name from Agni,Boy
agnikumara,Son of Fire; A variant name of Agnikumar,Boy
agnima,Leader,Boy
agnimani,Gold,Boy
agnimasa,Shinning like fore,Boy
agnimistra,Friend of fire,Boy
agnimitra,Friend of Fire; Name of a Prince; One whose friend is fire; Sun,Girl
agnimugam,Face of fire,Boy
agnimukha,Fire faced,Boy
agninayan,Shiva,Boy
agninyan,Lord Shiva,Boy
agnipa,One who protects the fire,Boy
agniprabha,The lustre of fire,Girl
agniprabho,Fire like,Boy
agniprava,Bright as the Fire; Brilliant as the Fire; A derivative name from Agni,Boy
agnira,"means Intelligent, Brilliant, Successful person who studies excellently",Boy
agnirajan,Glorified by fire,Boy
agniruha,Fire Tree,Boy
agnishikha,Flames of fire,Girl
agnisika,Fire created,Boy
agnisikha,Flames of Fire,Boy
agnisinha,Fiery lion,Boy
agnisoma,Fire and nectar conjoined,Boy
agnisri,With the brightness of fire,Boy
agnistu,Devotee of fire,Boy
agnistuta,Devotee of fire,Boy
agnit,Uncountable; Multiple; Countless; Infinite;,Boy
agnitejas,With energy and lustre of fire,Boy
agnitra,represents the Wind which is considered as Agni's Friend;,Boy
agnivamin,unknown,Boy
agnivarna,Fire coloured,Boy
agnivesa,Fire clad,Boy
agnivesh,Bright as the Fire; Brilliant as the Fire; A derivative name from Agni,Boy
agnivesya,Surrounded by fire,Boy
agnivirya,With the power of fire,Boy
agnivo,Flame of the Fire; Blaze of the Fire,Boy
agnolo,Heavenly messenger,Boy
agochar,An imperciptible man,Boy
agraha,Force who has many ambitions,Boy
agrahar,A Plot of a Land Given to a Brahman or a King,Boy
agraj,Leader; Senior; A King's Son; Elder One; someone who is older and wiser,Boy
agraja,Eldest brother,Boy
agrani,"Always First; Best; of the highest in quality, status and importance",Boy
agrasandhya,Sunrise,Girl
agrasena,Great warrior of arma,Boy
agrata,Leadership; Guide and director; in-charge in command of everything,Boy
agrayana,Leader,Boy
agrayani,He who is blessed with leadership skills,Boy
agreni,Always first,Boy
agreya,First,Girl
agrim,Leader; First; Commander; Guide and Director; Chief-in-charge,Boy
agrima,Always on the forefront,Girl
agriya,First Best; one who is the best in everything,Boy
agya,Someone who has no knowledge in standard scriptures; An ignorant person,Girl
agyapreet,Love for God,Boy
agyey,Unknown; unexplored; unidentified; not discovered;,Boy
agyeya,Beyond Comprehension; Beyond Knowledge; Unexplored; A variant of name Agyey,Boy
ahaan,Auspicious Dawn; Morning Glory; First Ray of Light; the beginning or rise of anything,Boy
ahaana,Dawn,Girl
ahalad,Enjoy; Joy; Causing Delight; Refreshing; one who experiences joy and pleasure in life,Boy
ahaladit,Joyous Person; One who enjoys life; A variant of name Ahalad,Boy
ahalya,Name of beautiful wife of Sage Gautam Mahirshi,Girl
ahan,Auspicious Dawn; Morning Glory; First Ray of Light; the beginning or rise of anything; A variant of name Ahaan,Boy
aharnish,Day and Night,Boy
aharpreet,One who Loves Activity,Boy
aharshi,Sun ; one who is bright and splendourous like the Sun; Radiant and Glorious like Sun,Boy
aharsi,"Sun, King of the day",Boy
ahaskara,Producing the Day,Boy
ahavaniya,"Agni, Fire",Girl
ahdas,New; Novel; Fresh; someone who is unique,Boy
aheli,Pure,Girl
ahendra,Great Indra Hindu God INDRA,Girl
ahi,Fawn; Serpent; Cloud; Water; Sun; Heaven and Earth Conjoined;,Boy
ahidhar,One Who Wears Serpents; One of many names of Lord Shiva,Boy
ahijit,Conqueror of the Serpent; One of many names of Lord Shiva; A derivative of name Ahi,Boy
ahil,Prince,Boy
ahilan,Knowledgeable; Commanding; One who has a controlling authority; Expert; Master,Boy
ahilocana,A man with a serpent eye,Boy
ahilya,Maiden; sacred,Girl
ahim,Cloud; Water; Traveller; One who will move around the world with no barriers,Boy
ahima,A versatile and open minded individual,Boy
ahinagu,Excellent ray,Boy
ahir,"Turkish - End, Last; Sanskrit - Cowherd ; An old ethnic group from Yadav Community",Boy
ahiratha,Having a Snake Chariot,Boy
ahish,King of Serpants; Lord of Snake; Blessing; A gift bestowed by God;,Boy
ahisvara,meas 'lord of serpents'. According to mythology Ahisvara was another name for Sesa.,Boy
ahiswar,meas 'lord of serpents'. According to mythology Ahisvara was another name for Sesa.,Boy
ahjaja,Born of a Lotus,Boy
ahlad,Enjoy; Joy; Causing Delight; Refreshing; one who experiences joy and pleasure in life,Boy
ahladit,Joyous Person; One who enjoys life and is always delighted; A variant of name Ahlad,Boy
ahladita,"In Happy mood, Delighted",Girl
ahladith,Joyous Person; One who enjoys life and is always delighted; A variant of name Ahlad,Boy
ahleya,wife of the sage Gautama Maharishi,Girl
ahna,Happy,Girl
ahnay,Sun ; one who is bright and splendourous like the Sun; Radiant and Glorious like Sun,Boy
ahnik,Evening Time Prayer,Boy
ahobal,Mighty; Powerful; Strong; One of many names of Lord Hanuman,Boy
ahobala,"wonderful cave', a cave in which Garuda meditated and achieved the blessings of the Lord.",Boy
ahriman,Persian name derived from Sanskrit word Ari meaning Foe; Destructive Force,Boy
ahsas,Feel; one who can empathise,Boy
ahtahkaeekoop,"A loving, charming and daring individual",Boy
ahuk,Inevitable; one who cannot be avoided or evaded,Boy
ahwanith,Wanted; desired; needed; wish; like; crave; long,Boy
aida,"Something of value given in return of some thing good, Reward in some cases it means return",Girl
aija,Happy; Goat; A variant of name Aja; It has a meaning of melody in Latvia,Girl
aimmukan,One of the Tamil name of Lord Shiva which signifies his five different faces,Boy
ainesh,Sun's Glory ; one who is bright and splendourous like the Sun; Radiant and Glorious like Sun,Boy
aipal,Tasty; means a delicious red coloured fruit,Boy
airaawat,name of the Celestial White Elephant of Lord Indra ; A variant name is Airaawat,Boy
airavata,Child of water,Boy
airawat,name of the Celestial White Elephant of Lord Indra ; A variant name is Airawat,Boy
aishna,Desire; Wish; Crave; Longing; Want,Boy
aivannan,One of the Tamil name of Lord Shiva,Boy
aivat,"Soul, A variant of name Aiva which means Desire bird",Boy
